CMDLINE c:\Users\phoeb\OneDrive\Documents\KTH\HPC\Computational-Astrophysics\venv\Scripts\python.exe opt_sph.py
FUNC __main__.getAcc 120.8750 1740311062.0607 121.0039 1740311062.1308 0
FUNC __main__.getAcc 120.9102 1740311062.1862 121.0586 1740311062.2599 0
FUNC __main__.getAcc 120.9258 1740311062.3137 121.0547 1740311062.4077 0
FUNC __main__.getAcc 120.8750 1740311062.4619 121.0234 1740311062.5366 0
FUNC __main__.getAcc 120.8906 1740311062.5928 121.0195 1740311062.6748 0
FUNC __main__.getAcc 120.9023 1740311062.7325 120.9375 1740311062.8244 0
FUNC __main__.getAcc 120.8438 1740311062.8772 120.9727 1740311062.9489 0
FUNC __main__.getAcc 120.8711 1740311063.0147 121.0195 1740311063.0941 0
FUNC __main__.getAcc 120.8828 1740311063.1554 121.0117 1740311063.2337 0
FUNC __main__.getAcc 120.9023 1740311063.2917 121.0508 1740311063.3803 0
FUNC __main__.getAcc 120.9141 1740311063.4409 121.0430 1740311063.5124 0
FUNC __main__.getAcc 120.9531 1740311063.5798 121.1016 1740311063.6723 0
FUNC __main__.getAcc 120.8867 1740311063.7344 120.9141 1740311063.8173 0
FUNC __main__.getAcc 120.8672 1740311063.8734 121.0156 1740311063.9629 0
FUNC __main__.getAcc 120.8750 1740311064.0213 121.0039 1740311064.0965 0
FUNC __main__.getAcc 120.9023 1740311064.1578 121.0508 1740311064.2352 0
FUNC __main__.getAcc 120.9258 1740311064.3045 121.0547 1740311064.3881 0
FUNC __main__.getAcc 120.9453 1740311064.4423 121.0938 1740311064.5193 0
FUNC __main__.getAcc 120.9570 1740311064.5767 121.0859 1740311064.6656 0
FUNC __main__.getAcc 120.9141 1740311064.7262 120.9766 1740311064.8057 0
FUNC __main__.getAcc 120.8516 1740311064.8672 120.9805 1740311064.9564 0
FUNC __main__.getAcc 120.9180 1740311065.0172 121.0664 1740311065.0961 0
FUNC __main__.getAcc 120.9258 1740311065.1595 121.0547 1740311065.2397 0
FUNC __main__.getAcc 120.9453 1740311065.3020 121.0938 1740311065.3798 0
FUNC __main__.getAcc 120.9727 1740311065.4383 121.1016 1740311065.5254 0
FUNC __main__.getAcc 120.9219 1740311065.5862 121.0703 1740311065.6675 0
FUNC __main__.getAcc 120.9258 1740311065.7267 120.9727 1740311065.8023 0
FUNC __main__.getAcc 120.8672 1740311065.8579 121.0156 1740311065.9372 0
FUNC __main__.getAcc 120.9141 1740311066.0314 121.0430 1740311066.1247 0
FUNC __main__.getAcc 120.9258 1740311066.1832 121.0742 1740311066.2657 0
FUNC __main__.getAcc 120.9453 1740311066.3240 121.0742 1740311066.4083 0
FUNC __main__.getAcc 120.9727 1740311066.4721 121.1211 1740311066.5766 0
FUNC __main__.getAcc 120.9727 1740311066.6337 121.1016 1740311066.7085 0
FUNC __main__.getAcc 120.9219 1740311066.7707 120.9961 1740311066.8499 0
FUNC __main__.getAcc 120.9023 1740311066.8999 121.0312 1740311066.9837 0
FUNC __main__.getAcc 120.9258 1740311067.0606 121.0742 1740311067.1429 0
FUNC __main__.getAcc 120.9336 1740311067.2121 121.0625 1740311067.2931 0
FUNC __main__.getAcc 120.9531 1740311067.3511 121.1016 1740311067.4280 0
FUNC __main__.getAcc 120.9648 1740311067.4924 121.0938 1740311067.5902 0
FUNC __main__.getAcc 120.9727 1740311067.6488 121.1211 1740311067.7367 0
FUNC __main__.getAcc 120.9141 1740311067.7954 120.9141 1740311067.8777 0
FUNC __main__.getAcc 120.8711 1740311067.9409 121.0195 1740311068.0272 0
FUNC __main__.getAcc 120.8867 1740311068.1039 121.0156 1740311068.1792 0
FUNC __main__.getAcc 120.8945 1740311068.2363 121.0430 1740311068.3186 0
FUNC __main__.getAcc 120.9258 1740311068.3788 121.0547 1740311068.4700 0
FUNC __main__.getAcc 120.9531 1740311068.5342 121.1016 1740311068.6138 0
FUNC __main__.getAcc 120.8906 1740311068.6758 121.0195 1740311068.7618 0
FUNC __main__.getAcc 119.5977 1740311068.8174 121.7070 1740311068.8985 0
FUNC __main__.getAcc 120.8828 1740311068.9536 121.0117 1740311069.0363 0
FUNC __main__.getAcc 120.9141 1740311069.1096 121.0625 1740311069.1903 0
FUNC __main__.getAcc 120.9180 1740311069.2516 121.0469 1740311069.3359 0
FUNC __main__.getAcc 120.9375 1740311069.3931 121.0859 1740311069.4713 0
FUNC __main__.getAcc 120.9453 1740311069.5300 121.0742 1740311069.6145 0
FUNC __main__.getAcc 120.9570 1740311069.6712 121.1055 1740311069.7519 0
FUNC __main__.getAcc 120.8828 1740311069.8161 120.9492 1740311069.8903 0
FUNC __main__.getAcc 120.8516 1740311069.9494 121.0000 1740311070.0277 0
FUNC __main__.getAcc 120.8906 1740311070.0833 121.0195 1740311070.1766 0
FUNC __main__.getAcc 120.9062 1740311070.2348 121.0547 1740311070.3260 0
FUNC __main__.getAcc 120.9297 1740311070.3825 121.0586 1740311070.4702 0
FUNC __main__.getAcc 120.9609 1740311070.5256 121.1094 1740311070.6123 0
FUNC __main__.getAcc 120.9648 1740311070.6755 121.0938 1740311070.7628 0
FUNC __main__.getAcc 120.9219 1740311070.8272 120.9727 1740311070.9114 0
FUNC __main__.getAcc 120.8516 1740311070.9762 120.9805 1740311071.0574 0
FUNC __main__.getAcc 120.9141 1740311071.1278 121.0625 1740311071.2181 0
FUNC __main__.getAcc 120.9258 1740311071.2849 121.0547 1740311071.3563 0
FUNC __main__.getAcc 120.9570 1740311071.4150 121.1055 1740311071.4947 0
FUNC __main__.getAcc 120.9648 1740311071.5542 121.0938 1740311071.6525 0
FUNC __main__.getAcc 120.9023 1740311071.7098 121.0508 1740311071.7944 0
FUNC __main__.getAcc 120.9102 1740311071.8551 120.9492 1740311071.9382 0
FUNC __main__.getAcc 120.8984 1740311071.9951 121.0469 1740311072.0765 0
FUNC __main__.getAcc 120.8984 1740311072.1372 121.0273 1740311072.2197 0
FUNC __main__.getAcc 120.9219 1740311072.2928 121.0703 1740311072.3732 0
FUNC __main__.getAcc 120.9570 1740311072.4329 121.0859 1740311072.5188 0
FUNC __main__.getAcc 120.9805 1740311072.5755 121.1289 1740311072.6547 0
FUNC __main__.getAcc 120.9766 1740311072.7125 121.1055 1740311072.7844 0
FUNC __main__.getAcc 120.9297 1740311072.8439 120.9570 1740311072.9267 0
FUNC __main__.getAcc 120.8711 1740311072.9929 121.0000 1740311073.0813 0
FUNC __main__.getAcc 120.9375 1740311073.1465 121.0859 1740311073.2317 0
FUNC __main__.getAcc 120.9375 1740311073.2899 121.0664 1740311073.3676 0
FUNC __main__.getAcc 120.9570 1740311073.4183 121.1055 1740311073.4848 0
FUNC __main__.getAcc 120.9727 1740311073.5360 121.1016 1740311073.6123 0
FUNC __main__.getAcc 120.9844 1740311073.6773 121.1328 1740311073.7543 0
FUNC __main__.getAcc 120.9258 1740311073.8333 120.9648 1740311073.9142 0
FUNC __main__.getAcc 120.9023 1740311073.9741 121.0508 1740311074.0595 0
FUNC __main__.getAcc 120.9102 1740311074.1218 121.0391 1740311074.2043 0
FUNC __main__.getAcc 120.9219 1740311074.2639 121.0703 1740311074.3485 0
FUNC __main__.getAcc 120.9492 1740311074.4115 121.0781 1740311074.4961 0
FUNC __main__.getAcc 120.9727 1740311074.5544 121.1211 1740311074.6415 0
FUNC __main__.getAcc 120.9805 1740311074.7018 121.1094 1740311074.7780 0
FUNC __main__.getAcc 120.9375 1740311074.8378 120.9922 1740311074.9223 0
FUNC __main__.getAcc 120.8789 1740311074.9825 121.0078 1740311075.0680 0
FUNC __main__.getAcc 120.9297 1740311075.1332 121.0781 1740311075.2174 0
FUNC __main__.getAcc 120.9453 1740311075.2760 121.0742 1740311075.3617 0
FUNC __main__.getAcc 120.9688 1740311075.4295 121.1172 1740311075.5178 0
FUNC __main__.getAcc 120.9766 1740311075.5761 121.1055 1740311075.6539 0
FUNC __main__.getAcc 120.9844 1740311075.7110 121.1328 1740311075.7900 0
FUNC __main__.getAcc 120.9219 1740311075.8457 120.9336 1740311075.9261 0
FUNC __main__.getAcc 120.8945 1740311075.9862 121.0430 1740311076.0676 0
FUNC __main__.getAcc 120.9727 1740311076.1272 121.1016 1740311076.2044 0
FUNC __main__.getAcc 120.9961 1740311076.2587 121.1445 1740311076.3426 0
FUNC __main__.getAcc 121.0156 1740311076.4377 121.1445 1740311076.5225 0
FUNC __main__.getAcc 121.0391 1740311076.5788 121.1875 1740311076.6697 0
FUNC __main__.getAcc 121.0430 1740311076.7228 121.1719 1740311076.7963 0
FUNC __main__.getAcc 120.9883 1740311076.8616 124.7383 1740311076.9426 0
FUNC __main__.getAcc 120.9609 1740311077.0025 121.0898 1740311077.0804 0
FUNC __main__.getAcc 120.9883 1740311077.1356 121.1367 1740311077.2076 0
FUNC __main__.getAcc 120.9922 1740311077.2691 121.1211 1740311077.3548 0
FUNC __main__.getAcc 121.0156 1740311077.4140 121.1641 1740311077.5007 0
FUNC __main__.getAcc 121.0312 1740311077.5631 121.1602 1740311077.6371 0
FUNC __main__.getAcc 121.0391 1740311077.6923 121.1875 1740311077.7771 0
FUNC __main__.getAcc 120.9727 1740311077.8363 121.1016 1740311077.9182 0
FUNC __main__.getAcc 118.0820 1740311077.9795 121.8867 1740311078.0584 0
FUNC __main__.getAcc 120.9844 1740311078.1146 121.1133 1740311078.1953 0
FUNC __main__.getAcc 120.9961 1740311078.2526 121.1445 1740311078.3394 0
FUNC __main__.getAcc 121.0195 1740311078.4017 121.1484 1740311078.4779 0
FUNC __main__.getAcc 121.0391 1740311078.5421 121.1875 1740311078.6252 0
FUNC __main__.getAcc 121.0508 1740311078.6858 121.1797 1740311078.7767 0
FUNC __main__.getAcc 121.0000 1740311078.8355 121.1484 1740311078.9189 0
FUNC __main__.getAcc 118.0664 1740311078.9813 121.8711 1740311079.0680 0
FUNC __main__.getAcc 120.9961 1740311079.1313 121.1445 1740311079.2262 0
FUNC __main__.getAcc 121.0000 1740311079.2883 121.1289 1740311079.3674 0
FUNC __main__.getAcc 121.0156 1740311079.4200 121.1641 1740311079.5039 0
FUNC __main__.getAcc 121.0312 1740311079.5671 121.1602 1740311079.6574 0
FUNC __main__.getAcc 121.0391 1740311079.7135 121.1875 1740311079.8020 0
FUNC __main__.getAcc 120.9766 1740311079.8633 121.1055 1740311079.9444 0
FUNC __main__.getAcc 120.9492 1740311080.0097 121.0977 1740311080.0932 0
FUNC __main__.getAcc 120.9570 1740311080.1455 121.0859 1740311080.2290 0
FUNC __main__.getAcc 120.9727 1740311080.2890 121.1211 1740311080.3687 0
FUNC __main__.getAcc 121.0000 1740311080.4255 121.1289 1740311080.5014 0
FUNC __main__.getAcc 121.0195 1740311080.5665 121.1680 1740311080.6563 0
FUNC __main__.getAcc 121.0273 1740311080.7355 121.1562 1740311080.8120 0
FUNC __main__.getAcc 120.9727 1740311080.8773 121.1211 1740311080.9626 0
MEM 9.976562 1740311077.7994
MEM 9.976562 1740311077.9012
MEM 9.976562 1740311078.0017
MEM 9.976562 1740311078.1083
MEM 9.976562 1740311078.2087
MEM 9.976562 1740311078.3093
MEM 9.976562 1740311078.4101
MEM 9.976562 1740311078.5104
MEM 9.976562 1740311078.6157
MEM 9.976562 1740311078.7162
MEM 9.976562 1740311078.8168
MEM 9.976562 1740311078.9174
MEM 9.976562 1740311079.0180
MEM 9.976562 1740311079.1201
MEM 9.976562 1740311079.2205
MEM 9.976562 1740311079.3210
MEM 9.976562 1740311079.4215
MEM 9.976562 1740311079.5257
MEM 9.976562 1740311079.6264
MEM 9.976562 1740311079.7274
MEM 9.976562 1740311079.8315
MEM 9.976562 1740311079.9338
MEM 9.976562 1740311080.0344
MEM 9.976562 1740311080.1347
MEM 9.976562 1740311080.2350
MEM 9.976562 1740311080.3356
MEM 9.976562 1740311080.4362
MEM 9.976562 1740311080.5366
MEM 9.976562 1740311080.6372
MEM 9.976562 1740311080.7376
MEM 9.976562 1740311080.8377
MEM 9.976562 1740311080.9406
MEM 9.976562 1740311081.0424
MEM 9.976562 1740311081.1433
MEM 9.976562 1740311081.2589
