42227116 function calls (41023071 primitive calls) in 23.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selection.py:31(PasteMode)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:1(<module>)
       44    0.000    0.000    0.000    0.000 unicode.py:17(<genexpr>)
       38    0.000    0.000    0.000    0.000 _docscrape.py:16(strip_blank_lines)
        1    0.000    0.000    0.000    0.000 settings.py:1(<module>)
       49    0.000    0.000    0.000    0.000 core.py:2462(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 core.py:1750(suppress)
       12    0.000    0.000    0.000    0.000 core.py:6054(<lambda>)
        8    0.000    0.000    0.000    0.000 traitlets.py:2075(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 _tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:1314(HasTraits)
       40    0.000    0.000    0.000    0.000 {built-in method matplotlib.ft2font.get_width_height}
        3    0.000    0.000    0.000    0.000 core.py:3691(__init__)
        2    0.000    0.000    0.000    0.000 filters.py:42(has_focus)
        1    0.000    0.000    0.000    0.000 value.py:46(CompiledValue)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       33    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
      204    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:719(_update_raw)
       47    0.000    0.000    0.000    0.000 typing.py:904(__hash__)
       14    0.000    0.000    0.000    0.000 __init__.py:144(_check_size)
       30    0.000    0.000    0.000    0.000 pathlib.py:622(name)
        4    0.000    0.000    0.000    0.000 utils.py:47(reraise_uncaught)
       38    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1709(__init__)
        3    0.000    0.000    0.000    0.000 traitlets.py:2322(instance_init)
        2    0.000    0.000    0.000    0.000 base.py:148(create)
        1    0.000    0.000    0.000    0.000 numeric.py:2195(identity)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 filecmp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
      161    0.000    0.000    0.000    0.000 core.py:1767(leave_whitespace)
        1    0.000    0.000    0.000    0.000 emacs.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
     16/4    0.000    0.000    0.000    0.000 ast.py:84(_convert)
        1    0.000    0.000    0.000    0.000 artist.py:116(Artist)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 cfuncs.py:1(<module>)
      149    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
       22    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        3    0.000    0.000    0.000    0.000 typing.py:1596(__repr__)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:464(<dictcomp>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       11    0.000    0.000    0.000    0.000 loader.py:362(__setattr__)
        1    0.000    0.000    0.000    0.000 prefilter.py:530(PrefilterHandler)
        1    0.000    0.000    0.000    0.000 results.py:39(ParseResults)
       38    0.000    0.000    0.000    0.000 textwrap.py:112(__init__)
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
        1    0.000    0.000    0.000    0.000 enums.py:6(EditingMode)
        1    0.000    0.000    0.000    0.000 mouse_events.py:58(MouseModifier)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:702(polyval)
        4    0.000    0.000    0.000    0.000 _spherical_bessel.py:14(decorator)
        1    0.000    0.000    0.000    0.000 core.py:6816(__array_finalize__)
       11    0.000    0.000    0.000    0.000 loader.py:329(__getitem__)
       85    0.000    0.000    0.000    0.000 core.py:1955(streamline)
        1    0.000    0.000    0.000    0.000 ssl.py:1006(SSLSocket)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
      139    0.000    0.000    0.000    0.000 core.py:4060(<genexpr>)
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
        1    0.000    0.000    0.000    0.000 deduplicate.py:1(<module>)
       24    0.000    0.000    0.000    0.000 argparse.py:247(end_section)
       40    0.000    0.000    0.000    0.000 typing.py:2938(_namedtuple_mro_entries)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 _triangulation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 datetime.py:765(__neg__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1536(find_distributions)
        1    0.000    0.000    0.000    0.000 gridspec.py:313(__init__)
        1    0.000    0.000    0.000    0.000 prefilter.py:336(PrefilterTransformer)
      157    0.000    0.000    0.000    0.000 _docscrape.py:153(__getitem__)
       96    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 typing_extensions.py:431(_SpecialGenericAlias)
       33    0.000    0.000    0.000    0.000 warnings.py:440(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:58(Sectioned)
        1    0.000    0.000    0.000    0.000 search.py:29(SearchDirection)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:532(__new__)
      122    0.000    0.000    0.000    0.000 core.py:2449(__getnewargs__)
      105    0.000    0.000    0.000    0.000 _docstring.py:130(copy)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:15(GeoAxes)
      139    0.000    0.000    0.000    0.000 enum.py:916(<lambda>)
        1    0.000    0.000    0.000    0.000 filters.py:41(FilterWrapper)
       80    0.000    0.000    0.000    0.000 lexer.py:385(bygroups)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       76    0.000    0.000    0.000    0.000 argparse.py:206(__init__)
        1    0.000    0.000    0.000    0.000 text.py:554(FullEvalFormatter)
      160    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3660(__init__)
        1    0.000    0.000    0.000    0.000 fileinput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 buffer.py:155(Buffer)
        1    0.000    0.000    0.000    0.000 mimetypes.py:399(_default_mime_types)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        3    0.000    0.000    0.000    0.000 traitlets.py:2327(_resolve_classes)
        1    0.000    0.000    0.000    0.000 _matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:125(Blend)
        1    0.000    0.000    0.000    0.000 in_memory.py:1(<module>)
        3    0.000    0.000    0.000    0.000 packaging.py:21(is_conda_environment)
       63    0.000    0.000    0.000    0.000 typing.py:1028(<genexpr>)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
        1    0.000    0.000    0.000    0.000 sysconfig.py:231(is_python_build)
        1    0.000    0.000    0.000    0.000 Image.py:533(Image)
        1    0.000    0.000    0.000    0.000 parser_utils.py:1(<module>)
      161    0.000    0.000    0.000    0.000 util.py:241(escape_re_range_char)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
       48    0.000    0.000    0.000    0.000 argparse.py:199(_dedent)
        1    0.000    0.000    0.000    0.000 backend_inline.py:209(_enable_matplotlib_integration)
        1    0.000    0.000    0.000    0.000 getopt.py:1(<module>)
       33    0.000    0.000    0.000    0.000 normalizer.py:78(register_rule)
        1    0.000    0.000    0.000    0.000 base_events.py:387(BaseEventLoop)
       64    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:725(install)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1854(_split_scope_id)
       14    0.000    0.000    0.000    0.000 PngImagePlugin.py:148(_crc32)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:459(__call__)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
      197    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
        4    0.000    0.000    0.000    0.000 rrule.py:80(_invalidates_cache)
        1    0.000    0.000    0.000    0.000 _enums.py:17(_AutoStringNameEnum)
        1    0.000    0.000    0.000    0.000 fractions.py:38(Fraction)
        2    0.000    0.000    0.000    0.000 traitlets.py:3647(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1243(__init__)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 __init__.py:342(__init__)
        1    0.000    0.000    0.000    0.000 bunch.py:1(<module>)
       42    0.000    0.000    0.000    0.000 numeric.py:1927(isscalar)
        1    0.000    0.000    0.000    0.000 generator.py:69(DFAState)
       18    0.000    0.000    0.000    0.000 six.py:194(find_spec)
      129    0.000    0.000    0.000    0.000 results.py:29(__getitem__)
        3    0.000    0.000    0.000    0.000 colors.py:1265(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_color_or_inherit)
       20    0.000    0.000    0.000    0.000 _docscrape.py:491(_str_section)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        3    0.000    0.000    0.000    0.000 datetime.py:1673(__new__)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:22(Output)
        1    0.000    0.000    0.000    0.000 patches.py:1127(Polygon)
       18    0.000    0.000    0.000    0.000 transforms.py:56(_make_str_method)
       48    0.000    0.000    0.000    0.000 argparse.py:251(add_text)
       15    0.000    0.000    0.000    0.000 _docscrape.py:28(__init__)
       22    0.000    0.000    0.000    0.000 traitlets.py:1272(class_init)
       19    0.000    0.000    0.000    0.000 magic.py:87(magics_class)
        4    0.000    0.000    0.000    0.000 enum.py:650(<listcomp>)
        1    0.000    0.000    0.000    0.000 klass.py:322(ClassValue)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
       80    0.000    0.000    0.000    0.000 typing.py:2880(<genexpr>)
       38    0.000    0.000    0.000    0.000 _docscrape.py:458(<listcomp>)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
        5    0.000    0.000    0.000    0.000 loader.py:308(_has_section)
       26    0.000    0.000    0.000    0.000 {built-in method posix._path_normpath}
        6    0.000    0.000    0.000    0.000 __init__.py:317(_logged_cached)
        1    0.000    0.000    0.000    0.000 threading.py:856(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:61(_spbase)
       59    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
      117    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:1(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:511(cast)
       20    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:192(Palette)
        2    0.000    0.000    0.000    0.000 inspect.py:1808(getattr_static)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
       40    0.000    0.000    0.000    0.000 argparse.py:1607(_check_conflict)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
        1    0.000    0.000    0.000    0.000 figure.py:2207(_set_artist_props)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 traitlets.py:1885(trait_defaults)
        1    0.000    0.000    0.000    0.000 prompt.py:226(PromptSession)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1311(__iter__)
        1    0.000    0.000    0.000    0.000 emacs_state.py:1(<module>)
        3    0.000    0.000    0.000    0.000 deprecation.py:83(wrap)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
        7    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        2    0.000    0.000    0.000    0.000 core.py:6990(__init__)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:1(<module>)
        1    0.000    0.000    0.000    0.000 terminal.py:1(<module>)
        4    0.000    0.000    0.000    0.000 enum.py:1758(<listcomp>)
       13    0.000    0.000    0.000    0.000 enum.py:920(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
       10    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
        4    0.000    0.000    0.000    0.000 uuid.py:139(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:48(<listcomp>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 names.py:516(AnonymousParamName)
      174    0.000    0.000    0.000    0.000 traitlets.py:3113(subclass_init)
        1    0.000    0.000    0.000    0.000 pathlib.py:934(_scandir)
       20    0.000    0.000    0.000    0.000 loader.py:219(_is_section_key)
        8    0.000    0.000    0.000    0.000 spines.py:209(register_axis)
        3    0.000    0.000    0.000    0.000 platform.py:1002(_sys_version)
        1    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.fill}
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
       64    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       44    0.000    0.000    0.000    0.000 _docscrape.py:403(<genexpr>)
        1    0.000    0.000    0.000    0.000 html.py:121(HtmlFormatter)
      156    0.000    0.000    0.000    0.000 core.py:802(postParse)
       17    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:142(<listcomp>)
        8    0.000    0.000    0.000    0.000 loader.py:238(__init__)
        1    0.000    0.000    0.000    0.000 ipstruct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:163(eye)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _binary.py:111(o32be)
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prefilter.py:366(PrefilterChecker)
       48    0.000    0.000    0.000    0.000 argparse.py:195(_indent)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traitlets.py:2011(_resolve_string)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3460(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1570(CirclePolygon)
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 named_colors.py:1(<module>)
       10    0.000    0.000    0.000    0.000 argparse.py:1544(_get_positional_kwargs)
        2    0.000    0.000    0.000    0.000 __init__.py:897(find_distributions)
        1    0.000    0.000    0.000    0.000 gridspec.py:736(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:84(InferenceState)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       24    0.000    0.000    0.000    0.000 deprecation.py:203(<listcomp>)
       31    0.000    0.000    0.000    0.000 minidom.py:285(_append_child)
       41    0.000    0.000    0.000    0.000 __init__.py:99(section_pairs)
        3    0.000    0.000    0.000    0.000 Image.py:3717(register_extensions)
        1    0.000    0.000    0.000    0.000 patches.py:1226(Wedge)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
        1    0.000    0.000    0.000    0.000 generics.py:38(LazyGenericManager)
        5    0.000    0.000    0.000    0.000 _docscrape.py:499(_str_see_also)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:4363(<genexpr>)
        1    0.000    0.000    0.000    0.000 executing.py:122(Source)
      181    0.000    0.000    0.000    0.000 <frozen _collections_abc>:835(__iter__)
       12    0.000    0.000    0.000    0.000 argparse.py:255(add_usage)
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       33    0.000    0.000    0.000    0.000 python.py:226(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:1672(__repr__)
        1    0.000    0.000    0.000    0.000 coloransi.py:51(make_color_table)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 app.py:58(has_focus)
        1    0.000    0.000    0.000    0.000 colorbar.py:196(Colorbar)
        1    0.000    0.000    0.000    0.000 patches.py:1962(Circle)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:74(_from_ctypes_scalar)
        5    0.000    0.000    0.000    0.000 ipapp.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:104(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        1    0.000    0.000    0.000    0.000 configurable.py:465(LoggingConfigurable)
      174    0.000    0.000    0.000    0.000 traitlets.py:2965(subclass_init)
        1    0.000    0.000    0.000    0.000 core.py:1096(enable_packrat)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        1    0.000    0.000    0.000    0.000 prefilter.py:78(PrefilterManager)
       64    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 shellapp.py:126(__init__)
       13    0.000    0.000    0.000    0.000 html.py:42(get_current_style)
        5    0.000    0.000    0.000    0.000 auxfuncs.py:975(<dictcomp>)
        1    0.000    0.000    0.000    0.000 flush_stdout.py:1(<module>)
        2    0.000    0.000    0.000    0.000 configurable.py:129(section_names)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:423(_is_dunder)
       10    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 core.py:713(add_condition)
        1    0.000    0.000    0.000    0.000 logging.py:28(LoggingMagics)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
        1    0.000    0.000    0.000    0.000 conversion.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen os>:682(__setitem__)
        1    0.000    0.000    0.000    0.000 quiver.py:915(Barbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2047(_SpecialForm)
        1    0.000    0.000    0.000    0.000 transforms.py:668(Bbox)
        4    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 core.py:3731(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:3150(get_size_inches)
        3    0.000    0.000    0.000    0.000 figure.py:2677(set_layout_engine)
       29    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        2    0.000    0.000    0.000    0.000 contextlib.py:293(asynccontextmanager)
       40    0.000    0.000    0.000    0.000 shellapp.py:133(__getattribute__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
        1    0.000    0.000    0.000    0.000 rcsetup.py:281(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 art3d.py:740(Path3DCollection)
        2    0.000    0.000    0.000    0.000 figure.py:1754(_process_projection_requirements)
        2    0.000    0.000    0.000    0.000 _base.py:1790(set_box_aspect)
        1    0.000    0.000    0.000    0.000 python.py:639(_PythonConsoleLexerBase)
        3    0.000    0.000    0.000    0.000 traitlets.py:2731(__init__)
        1    0.000    0.000    0.000    0.000 core.py:104(__diag__)
       65    0.000    0.000    0.000    0.000 results.py:269(__bool__)
        2    0.000    0.000    0.000    0.000 core.py:3495(_generateDefaultName)
        7    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        1    0.000    0.000    0.000    0.000 text.py:1631(Annotation)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.pow}
        1    0.000    0.000    0.000    0.000 Image.py:445(_getencoder)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
       17    0.000    0.000    0.000    0.000 <frozen os>:760(decode)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
       65    0.000    0.000    0.000    0.000 colors.py:413(<genexpr>)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:1(<module>)
        8    0.000    0.000    0.000    0.000 util.py:118(clear)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        7    0.000    0.000    0.000    0.000 expatbuilder.py:174(install)
       24    0.000    0.000    0.000    0.000 deprecation.py:97(deprecated)
        2    0.000    0.000    0.000    0.000 rcsetup.py:446(validate_whiskers)
       18    0.000    0.000    0.000    0.000 expatbuilder.py:789(end_element_handler)
        1    0.000    0.000    0.000    0.000 events.py:203(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 pathlib.py:1230(exists)
        5    0.000    0.000    0.000    0.000 traitlets.py:2443(subclass_init)
       68    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 selector_events.py:43(BaseSelectorEventLoop)
        2    0.000    0.000    0.000    0.000 types.py:247(coroutine)
        1    0.000    0.000    0.000    0.000 cbook.py:198(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 image.py:233(_ImageBase)
        1    0.000    0.000    0.000    0.000 prefilter.py:485(AutocallChecker)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
        1    0.000    0.000    0.000    0.000 multiarray.py:73(_override___module__)
        1    0.000    0.000    0.000    0.000 coloransi.py:211(set_active_scheme)
        1    0.000    0.000    0.000    0.000 table.py:239(Table)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        2    0.000    0.000    0.000    0.000 importstring.py:11(import_item)
        1    0.000    0.000    0.000    0.000 _compressed.py:24(_cs_matrix)
        1    0.000    0.000    0.000    0.000 project.py:59(Project)
       36    0.000    0.000    0.000    0.000 typing.py:458(__repr__)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
       36    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
       12    0.000    0.000    0.000    0.000 magic_arguments.py:199(real_name)
        1    0.000    0.000    0.000    0.000 python.py:782(Python2TracebackLexer)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1293(_get_parent_path)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wildcard.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 python.py:1108(NumPyLexer)
       15    0.000    0.000    0.000    0.000 decorator.py:290(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:66(decorator)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
       15    0.000    0.000    0.000    0.000 auxfuncs.py:782(gentitle)
        1    0.000    0.000    0.000    0.000 patches.py:990(PathPatch)
        1    0.000    0.000    0.000    0.000 events.py:644(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 script.py:28(script_args)
        1    0.000    0.000    0.000    0.000 pretty.py:174(_PrettyPrinterBase)
        1    0.000    0.000    0.000    0.000 filters.py:286(SpecialMethodFilter)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:150(dirname)
       24    0.000    0.000    0.000    0.000 patches.py:2351(<genexpr>)
       28    0.000    0.000    0.000    0.000 lexer.py:350(__new__)
       22    0.000    0.000    0.000    0.000 util.py:196(__init__)
       52    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        6    0.000    0.000    0.000    0.000 _pydecimal.py:3952(_set_signal_dict)
        1    0.000    0.000    0.000    0.000 _isocbind.py:1(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:237(_validate_pathlike)
        1    0.000    0.000    0.000    0.000 traitlets.py:269(link)
        1    0.000    0.000    0.000    0.000 __init__.py:731(DistributionFinder)
        1    0.000    0.000    0.000    0.000 Image.py:3826(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
        1    0.000    0.000    0.000    0.000 axis.py:37(Tick)
        1    0.000    0.000    0.000    0.000 quiver.py:277(QuiverKey)
        1    0.000    0.000    0.000    0.000 argparse.py:1149(_SubParsersAction)
        3    0.000    0.000    0.000    0.000 traitlets.py:2438(class_init)
        3    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 document.py:77(Document)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1297(_recalculate)
       14    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
       14    0.000    0.000    0.000    0.000 Image.py:3706(register_extension)
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_value.py:318(_ValueWrapperBase)
       20    0.000    0.000    0.000    0.000 enum.py:1152(_generate_next_value_)
       41    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:2144(TriMesh)
        1    0.000    0.000    0.000    0.000 traitlets.py:1256(instance_init)
        1    0.000    0.000    0.000    0.000 base.py:20(Input)
