42227116 function calls (41023071 primitive calls) in 23.800 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 error.py:41(UsageError)
        1    0.000    0.000    0.000    0.000 error.py:48(StdinNotImplementedError)
        1    0.000    0.000    0.000    0.000 error.py:55(InputRejected)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3258(Buffer)
        1    0.000    0.000    0.000    0.000 pretty.py:489(Group)
        1    0.000    0.000    0.000    0.000 lexer.py:335(_inherit)
        1    0.000    0.000    0.000    0.000 builtin_trap.py:16(__HideBuiltin)
        1    0.000    0.000    0.000    0.000 events.py:659(_Local)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 __init__.py:79(DomstringSizeErr)
        1    0.000    0.000    0.000    0.000 __init__.py:82(HierarchyRequestErr)
        1    0.000    0.000    0.000    0.000 __init__.py:88(InvalidCharacterErr)
        1    0.000    0.000    0.000    0.000 __init__.py:103(InuseAttributeErr)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:60(DoesNotHaveGetAttr)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:428(ImpersonatingDuck)
        1    0.000    0.000    0.000    0.000 diff.py:233(_PositionUpdatingFinished)
        1    0.000    0.000    0.000    0.000 tree.py:161(PythonNode)
        1    0.000    0.000    0.000    0.000 tree.py:169(PythonErrorLeaf)
        1    0.000    0.000    0.000    0.000 tree.py:314(Operator)
        1    0.000    0.000    0.000    0.000 errors.py:577(_ContinueChecks)
        1    0.000    0.000    0.000    0.000 errors.py:565(_BreakOutsideLoop)
        1    0.000    0.000    0.000    0.000 errors.py:673(_StarStarCheck)
        1    0.000    0.000    0.000    0.000 errors.py:732(_ImportStarInFunction)
        1    0.000    0.000    0.000    0.000 errors.py:801(_StarExprParentRule)
        1    0.000    0.000    0.000    0.000 errors.py:896(_NonlocalModuleLevelRule)
        1    0.000    0.000    0.000    0.000 errors.py:958(_ParameterRule)
        1    0.000    0.000    0.000    0.000 errors.py:1230(_WithItemRule)
        1    0.000    0.000    0.000    0.000 errors.py:1236(_DelStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:1245(_ExprListRule)
        1    0.000    0.000    0.000    0.000 errors.py:1252(_ForStmtRule)
        1    0.000    0.000    0.000    0.000 errors.py:1261(_NamedExprRule)
        1    0.000    0.000    0.000    0.000 pep8.py:56(BracketNode)
        1    0.000    0.000    0.000    0.000 file_io.py:78(FileIO)
        1    0.000    0.000    0.000    0.000 mixed.py:107(MixedModuleContext)
        1    0.000    0.000    0.000    0.000 base_value.py:25(HasNoContext)
        1    0.000    0.000    0.000    0.000 cache.py:84(inference_state_method_generator_cache)
        1    0.000    0.000    0.000    0.000 helpers.py:149(SimpleGetItemNotFound)
        1    0.000    0.000    0.000    0.000 filters.py:355(LazyAttributeOverwrite)
        1    0.000    0.000    0.000    0.000 context.py:395(CompiledContext)
        1    0.000    0.000    0.000    0.000 dynamic_arrays.py:197(ListModification)
        1    0.000    0.000    0.000    0.000 instance.py:396(AnonymousInstance)
        1    0.000    0.000    0.000    0.000 typing.py:390(AnyClass)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(_JediError)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(WrongVersion)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(RefactoringError)
        1    0.000    0.000    0.000    0.000 environment.py:31(InvalidPythonEnvironment)
        1    0.000    0.000    0.000    0.000 stdlib.py:528(PartialMethodObject)
        1    0.000    0.000    0.000    0.000 stdlib.py:872(tree_name_to_values)
        1    0.000    0.000    0.000    0.000 django.py:215(get_metaclass_signatures)
        1    0.000    0.000    0.000    0.000 code.py:45(MacroToEdit)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_bool)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:72(_96Bit)
        1    0.000    0.000    0.000    0.000 threading.py:839(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1407(_MainThread)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(RegistryError)
        1    0.000    0.000    0.000    0.000 results.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 artist.py:1088(set_in_layout)
        1    0.000    0.000    0.000    0.000 patches.py:3549(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 figure.py:2658(_check_layout_engines_compat)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:304(Inexact)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:342(Subnormal)
        1    0.000    0.000    0.000    0.000 six.py:340(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:480(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 streamplot.py:434(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 case.py:33(_ShouldStop)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _dok.py:559(dok_array)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:9(ReentrancyError)
        1    0.000    0.000    0.000    0.000 socketserver.py:713(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:724(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 path.py:153(HomeDirError)
        1    0.000    0.000    0.000    0.000 process.py:26(FindCmdError)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:277(defaults)
        1    0.000    0.000    0.000    0.000 alias.py:120(InvalidAliasError)
        1    0.000    0.000    0.000    0.000 buffer.py:54(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 __init__.py:85(WrongDocumentErr)
        1    0.000    0.000    0.000    0.000 __init__.py:94(NoModificationAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:106(InvalidStateErr)
        1    0.000    0.000    0.000    0.000 __init__.py:115(NamespaceErr)
        1    0.000    0.000    0.000    0.000 validation.py:151(DummyValidator)
        1    0.000    0.000    0.000    0.000 layout.py:392(InvalidLayoutError)
        1    0.000    0.000    0.000    0.000 expatbuilder.py:851(ParseEscape)
        1    0.000    0.000    0.000    0.000 guarded_eval.py:350(GuardRejection)
        1    0.000    0.000    0.000    0.000 tree.py:244(Literal)
        1    0.000    0.000    0.000    0.000 tree.py:319(Keyword)
        1    0.000    0.000    0.000    0.000 tree.py:173(EndMarker)
        1    0.000    0.000    0.000    0.000 tree.py:288(FStringEnd)
        1    0.000    0.000    0.000    0.000 tree.py:433(Decorator)
        1    0.000    0.000    0.000    0.000 tree.py:737(WhileStmt)
        1    0.000    0.000    0.000    0.000 tree.py:1001(YieldExpr)
        1    0.000    0.000    0.000    0.000 errors.py:722(_TrailingImportComma)
        1    0.000    0.000    0.000    0.000 filters.py:349(_AttributeOverwriteMixin)
        1    0.000    0.000    0.000    0.000 stub_value.py:101(VersionInfo)
        1    0.000    0.000    0.000    0.000 arguments.py:34(ParamIssue)
        1    0.000    0.000    0.000    0.000 iterable.py:242(SetComprehension)
        1    0.000    0.000    0.000    0.000 iterable.py:246(GeneratorComprehension)
        1    0.000    0.000    0.000    0.000 environment.py:140(SameEnvironment)
        1    0.000    0.000    0.000    0.000 stdlib.py:826(get_metaclass_filters)
        1    0.000    0.000    0.000    0.000 pytest.py:21(execute)
        1    0.000    0.000    0.000    0.000 django.py:175(tree_name_to_values)
        1    0.000    0.000    0.000    0.000 numeric.py:872(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 numeric.py:58(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:223(c_ubyte)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 _iotools.py:430(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConversionWarning)
        1    0.000    0.000    0.000    0.000 {built-in method sys.setrecursionlimit}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._set_madvise_hugepage}
        1    0.000    0.000    0.000    0.000 _nbit_base.py:67(_128Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:77(_80Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:82(_64Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:87(_32Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:92(_16Bit)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:97(_8Bit)
        1    0.000    0.000    0.000    0.000 pathlib.py:1391(PosixPath)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 random.py:814(seed)
        1    0.000    0.000    0.000    0.000 Image.py:77(DecompressionBombWarning)
        1    0.000    0.000    0.000    0.000 ImageFile.py:93(_tilesort)
        1    0.000    0.000    0.000    0.000 exceptions.py:20(_ExceptionWordUnicodeSet)
        1    0.000    0.000    0.000    0.000 exceptions.py:285(ParseFatalException)
        1    0.000    0.000    0.000    0.000 exceptions.py:292(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 core.py:154(MaskError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 abc.py:267(FileLoader)
        1    0.000    0.000    0.000    0.000 patches.py:3529(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3544(CurveFilledB)
        1    0.000    0.000    0.000    0.000 _mathtext.py:966(DejaVuSerifFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:970(DejaVuSansFontConstants)
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:459(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 argparse.py:781(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 _base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 _csc.py:274(csc_matrix)
        1    0.000    0.000    0.000    0.000 traitlets.py:469(instance_init)
        1    0.000    0.000    0.000    0.000 socketserver.py:716(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:729(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 configurable.py:40(ConfigurableError)
        1    0.000    0.000    0.000    0.000 configurable.py:44(MultipleInstanceError)
        1    0.000    0.000    0.000    0.000 loader.py:30(ConfigLoaderError)
        1    0.000    0.000    0.000    0.000 magic.py:51(Bunch)
        1    0.000    0.000    0.000    0.000 lexer.py:328(include)
        1    0.000    0.000    0.000    0.000 lexer.py:411(_This)
        1    0.000    0.000    0.000    0.000 __init__.py:756(ErrorToken)
        1    0.000    0.000    0.000    0.000 __init__.py:91(NoDataAllowedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:100(NotSupportedErr)
        1    0.000    0.000    0.000    0.000 __init__.py:118(InvalidAccessErr)
        1    0.000    0.000    0.000    0.000 __init__.py:121(ValidationErr)
        1    0.000    0.000    0.000    0.000 tree.py:688(Flow)
        1    0.000    0.000    0.000    0.000 tree.py:997(ReturnStmt)
        1    0.000    0.000    0.000    0.000 errors.py:870(_ArgumentRule)
        1    0.000    0.000    0.000    0.000 errors.py:1182(_CompForRule)
        1    0.000    0.000    0.000    0.000 file_io.py:82(KnownContentFileIO)
        1    0.000    0.000    0.000    0.000 filters.py:361(AttributeOverwrite)
        1    0.000    0.000    0.000    0.000 names.py:676(StubModuleName)
        1    0.000    0.000    0.000    0.000 iterable.py:516(FakeTuple)
        1    0.000    0.000    0.000    0.000 iterable.py:520(FakeList)
        1    0.000    0.000    0.000    0.000 typing.py:382(Generic)
        1    0.000    0.000    0.000    0.000 stdlib.py:104(execute)
        1    0.000    0.000    0.000    0.000 flask.py:1(import_module)
        1    0.000    0.000    0.000    0.000 pytest.py:80(goto_anonymous_param)
